date,time,constant,position,expected,received
Oct-23-2024,11:50:38,Phi,1143,8,1
Oct-23-2024,11:50:38,Phi,1143,8,9
Oct-23-2024,11:50:38,Phi,1143,8,2
Oct-23-2024,11:50:39,Phi,1144,5,4
Oct-23-2024,11:50:39,Phi,1144,5,7
Oct-23-2024,11:51:13,Phi,1168,7,1
Oct-23-2024,11:51:59,Phi,1192,7,3
Oct-23-2024,11:52:03,Phi,1192,7,0
Oct-23-2024,11:52:03,Phi,1192,7,1
Oct-23-2024,11:52:03,Phi,1192,7,9
Oct-23-2024,11:52:03,Phi,1192,7,2
Oct-23-2024,11:52:03,Phi,1192,7,8
Oct-23-2024,11:52:04,Phi,1192,7,3
Oct-23-2024,11:52:04,Phi,1193,3,4
Oct-23-2024,11:52:04,Phi,1193,3,7
Oct-23-2024,11:52:04,Phi,1193,3,5
Oct-23-2024,11:52:04,Phi,1193,3,6
Oct-23-2024,11:52:06,Phi,1193,3,0
Oct-23-2024,11:52:06,Phi,1193,3,1
Oct-23-2024,11:52:06,Phi,1193,3,1
Oct-23-2024,11:52:06,Phi,1193,3,9
Oct-23-2024,11:52:06,Phi,1193,3,2
Oct-23-2024,11:52:06,Phi,1193,3,8
Oct-23-2024,11:52:06,Phi,1194,1,7
Oct-23-2024,11:52:07,Phi,1194,1,4
Oct-23-2024,11:52:07,Phi,1194,1,6
Oct-23-2024,11:52:13,Phi,1195,2,0
Oct-23-2024,11:52:13,Phi,1195,2,1
Oct-23-2024,11:52:13,Phi,1195,2,9
Oct-23-2024,11:52:13,Phi,1196,6,8
Oct-23-2024,11:52:13,Phi,1196,6,3
Oct-23-2024,11:52:13,Phi,1196,6,7
Oct-23-2024,11:52:14,Phi,1196,6,4
Oct-23-2024,11:52:14,Phi,1196,6,5
Oct-23-2024,11:52:14,Phi,1197,4,5
Oct-23-2024,11:52:18,Phi,1197,4,0
Oct-23-2024,11:52:18,Phi,1197,4,1
Oct-23-2024,11:52:18,Phi,1197,4,9
Oct-23-2024,11:52:18,Phi,1197,4,2
Oct-23-2024,11:52:18,Phi,1197,4,8
Oct-23-2024,11:52:18,Phi,1197,4,3
Oct-23-2024,11:52:19,Phi,1197,4,7
Oct-23-2024,11:52:19,Phi,1198,5,7
Oct-23-2024,11:52:42,Phi,1207,9,4
Oct-23-2024,11:52:45,Phi,1207,9,0
Oct-23-2024,11:52:46,Phi,1207,9,1
Oct-23-2024,11:52:46,Phi,1208,7,2
Oct-23-2024,11:52:46,Phi,1208,7,8
Oct-23-2024,11:52:46,Phi,1208,7,3
Oct-23-2024,11:52:47,Phi,1208,7,8
Oct-23-2024,11:52:47,Phi,1208,7,4
Oct-23-2024,11:52:47,Phi,1209,2,5
Oct-23-2024,11:52:47,Phi,1209,2,6
Oct-23-2024,11:52:47,Phi,1209,2,5
Oct-23-2024,11:52:48,Phi,1209,2,0
Oct-23-2024,11:52:49,Phi,1209,2,1
Oct-23-2024,11:52:49,Phi,1209,2,9
Oct-23-2024,11:52:49,Phi,1210,3,8
Oct-23-2024,11:52:53,Phi,1212,1,5
Oct-23-2024,11:53:54,Phi,1255,4,0
Oct-23-2024,11:53:54,Phi,1255,4,1
Oct-23-2024,11:53:55,Phi,1255,4,9
Oct-23-2024,11:53:55,Phi,1255,4,2
Oct-23-2024,11:53:55,Phi,1255,4,8
Oct-23-2024,11:53:55,Phi,1255,4,3
Oct-23-2024,11:53:55,Phi,1256,4,7
Oct-23-2024,11:53:56,Phi,1257,1,6
Oct-23-2024,11:53:56,Phi,1257,1,5
Oct-23-2024,11:53:57,Phi,1257,1,0
Oct-23-2024,11:53:57,Phi,1258,7,9
Oct-23-2024,11:53:58,Phi,1258,7,2
Oct-23-2024,11:53:58,Phi,1258,7,8
Oct-23-2024,11:53:58,Phi,1258,7,3
Oct-23-2024,11:54:03,Phi,1258,7,0
Oct-23-2024,11:54:03,Phi,1258,7,1
Oct-23-2024,11:54:04,Phi,1258,7,9
Oct-23-2024,11:54:04,Phi,1258,7,2
Oct-23-2024,11:54:04,Phi,1258,7,8
Oct-23-2024,11:54:04,Phi,1258,7,3
Oct-23-2024,11:54:04,Phi,1259,0,4
Oct-23-2024,11:54:04,Phi,1259,0,6
Oct-23-2024,11:54:04,Phi,1259,0,5
Oct-23-2024,11:54:05,Phi,1259,0,6
Oct-23-2024,11:54:05,Phi,1260,0,1
Oct-23-2024,11:54:05,Phi,1260,0,9
Oct-23-2024,11:54:06,Phi,1260,0,2
Oct-23-2024,11:54:06,Phi,1260,0,8
Oct-23-2024,11:54:06,Phi,1260,0,3
Oct-23-2024,11:54:06,Phi,1260,0,7
Oct-23-2024,11:54:07,Phi,1260,0,4
Oct-23-2024,11:54:07,Phi,1260,0,6
Oct-23-2024,11:54:07,Phi,1260,0,5
Oct-23-2024,11:54:07,Phi,1260,0,6
Oct-23-2024,11:54:07,Phi,1260,0,5
Oct-23-2024,11:54:07,Phi,1260,0,5
Oct-23-2024,11:54:08,Phi,1260,0,3
Oct-23-2024,11:54:08,Phi,1260,0,8
Oct-23-2024,11:54:08,Phi,1260,0,2
Oct-23-2024,11:54:08,Phi,1260,0,1
Oct-23-2024,11:54:08,Phi,1260,0,9
Oct-23-2024,11:54:26,Phi,1268,9,1
Oct-23-2024,11:54:27,Phi,1269,6,2
Oct-23-2024,11:54:27,Phi,1269,6,8
Oct-23-2024,11:54:27,Phi,1269,6,3
Oct-23-2024,11:54:27,Phi,1269,6,7
Oct-23-2024,11:54:28,Phi,1269,6,4
Oct-23-2024,11:54:28,Phi,1269,6,7
Oct-23-2024,11:54:28,Phi,1269,6,5
Oct-23-2024,11:54:28,Phi,1270,2,1
Oct-23-2024,11:54:58,Phi,1270,2,0
Oct-23-2024,11:54:58,Phi,1270,2,1
Oct-23-2024,11:54:58,Phi,1270,2,9
Oct-23-2024,11:54:58,Phi,1271,7,9
Oct-23-2024,11:54:58,Phi,1271,7,3
Oct-23-2024,11:54:59,Phi,1271,7,8
Oct-23-2024,11:54:59,Phi,1271,7,4
Oct-23-2024,11:54:59,Phi,1272,9,5
Oct-23-2024,11:54:59,Phi,1272,9,6
Oct-23-2024,11:54:59,Phi,1272,9,3
Oct-23-2024,11:55:00,Phi,1272,9,1
Oct-23-2024,11:55:00,Phi,1273,5,1
Oct-23-2024,11:55:54,Phi,1298,7,3
Oct-23-2024,11:58:03,Phi,1304,4,1
Oct-23-2024,11:58:03,Phi,1304,4,9
Oct-23-2024,11:58:03,Phi,1304,4,2
Oct-23-2024,11:58:03,Phi,1304,4,8
Oct-23-2024,11:58:03,Phi,1304,4,3
Oct-23-2024,11:58:03,Phi,1304,4,7
Oct-23-2024,11:58:03,Phi,1305,5,6
Oct-23-2024,11:58:04,Phi,1306,0,7
Oct-23-2024,11:58:04,Phi,1306,0,4
Oct-23-2024,11:58:06,Phi,1307,9,1
Oct-23-2024,11:58:06,Phi,1308,5,2
Oct-23-2024,11:58:16,Phi,1308,5,9
Oct-23-2024,11:58:20,Phi,1309,9,1
Oct-23-2024,11:58:20,Phi,1309,9,0
Oct-23-2024,11:58:21,Phi,1309,9,2
Oct-23-2024,11:58:21,Phi,1310,5,3
Oct-23-2024,11:58:21,Phi,1310,5,8
Oct-23-2024,11:58:21,Phi,1310,5,4
Oct-23-2024,11:58:23,Phi,1310,5,0
Oct-23-2024,11:58:23,Phi,1310,5,1
Oct-23-2024,11:58:23,Phi,1310,5,9
Oct-23-2024,11:58:23,Phi,1310,5,2
Oct-23-2024,11:58:23,Phi,1310,5,8
Oct-23-2024,11:58:23,Phi,1310,5,3
Oct-23-2024,11:58:23,Phi,1310,5,7
Oct-23-2024,11:58:24,Phi,1310,5,4
Oct-23-2024,11:59:17,Phi,1323,8,6
Oct-23-2024,11:59:20,Phi,1323,8,6
Oct-23-2024,11:59:21,Phi,1323,8,0
Oct-23-2024,11:59:21,Phi,1323,8,9
Oct-23-2024,11:59:22,Phi,1324,8,7
Oct-23-2024,11:59:25,Phi,1326,9,8
Oct-23-2024,12:01:31,Phi,1333,6,0
Oct-23-2024,12:01:31,Phi,1333,6,5
Oct-23-2024,12:01:35,Phi,1333,6,1
Oct-23-2024,12:01:35,Phi,1333,6,0
Oct-23-2024,12:01:35,Phi,1333,6,2
Oct-23-2024,12:01:35,Phi,1333,6,9
Oct-23-2024,12:01:35,Phi,1333,6,3
Oct-23-2024,12:01:35,Phi,1333,6,8
Oct-23-2024,12:01:35,Phi,1333,6,4
Oct-23-2024,12:01:35,Phi,1333,6,7
Oct-23-2024,12:01:36,Phi,1333,6,5
Oct-23-2024,12:01:36,Phi,1334,4,5
Oct-23-2024,12:01:36,Phi,1335,0,6
Oct-23-2024,12:01:36,Phi,1335,0,1
Oct-23-2024,12:01:43,Phi,1342,1,0
Oct-23-2024,12:01:44,Phi,1343,8,2
Oct-23-2024,12:01:44,Phi,1344,9,3
Oct-23-2024,12:01:44,Phi,1344,9,7
Oct-23-2024,12:01:50,Phi,1345,3,0
Oct-23-2024,12:01:50,Phi,1345,3,1
Oct-23-2024,12:01:50,Phi,1345,3,9
Oct-23-2024,12:01:51,Phi,1345,3,2
Oct-23-2024,12:01:51,Phi,1345,3,9
Oct-23-2024,12:01:51,Phi,1346,4,7
Oct-23-2024,12:01:51,Phi,1347,9,7
Oct-23-2024,12:01:51,Phi,1347,9,5
Oct-23-2024,12:01:51,Phi,1347,9,6
Oct-23-2024,12:01:52,Phi,1347,9,1
Oct-23-2024,12:01:52,Phi,1347,9,0
Oct-23-2024,12:01:52,Phi,1347,9,2
Oct-23-2024,12:01:52,Phi,1348,4,3
Oct-23-2024,12:01:53,Phi,1348,4,8
Oct-23-2024,12:01:56,Phi,1349,7,4
Oct-23-2024,12:02:42,Phi,1357,3,0
Oct-23-2024,12:02:43,Phi,1357,3,1
Oct-23-2024,12:02:43,Phi,1357,3,9
Oct-23-2024,12:02:43,Phi,1357,3,2
Oct-23-2024,12:02:43,Phi,1357,3,8
Oct-23-2024,12:02:43,Phi,1358,4,7
Oct-23-2024,12:02:44,Phi,1359,8,6
Oct-23-2024,12:02:44,Phi,1359,8,5
Oct-23-2024,12:02:44,Phi,1359,8,9
Oct-23-2024,12:02:44,Phi,1359,8,1
Oct-23-2024,12:02:44,Phi,1359,8,0
Oct-23-2024,12:02:44,Phi,1359,8,2
Oct-23-2024,12:02:45,Phi,1359,8,9
Oct-23-2024,12:02:45,Phi,1359,8,3
Oct-23-2024,12:02:45,Phi,1360,5,4
Oct-23-2024,12:02:45,Phi,1360,5,7
Oct-23-2024,12:02:51,Phi,1361,2,0
Oct-23-2024,12:02:51,Phi,1361,2,1
Oct-23-2024,12:02:51,Phi,1361,2,9
Oct-23-2024,12:02:51,Phi,1362,2,8
Oct-23-2024,12:02:52,Phi,1362,2,3
Oct-23-2024,12:02:52,Phi,1362,2,7
Oct-23-2024,12:02:52,Phi,1362,2,4
Oct-23-2024,12:02:52,Phi,1362,2,6
Oct-23-2024,12:03:00,Phi,1363,8,0
Oct-23-2024,12:03:01,Phi,1363,8,1
Oct-23-2024,12:03:01,Phi,1363,8,9
Oct-23-2024,12:03:01,Phi,1363,8,2
Oct-23-2024,12:03:01,Phi,1364,2,3
Oct-23-2024,12:03:01,Phi,1364,2,7
Oct-23-2024,12:03:01,Phi,1364,2,5
Oct-23-2024,12:03:01,Phi,1364,2,6
Oct-23-2024,12:03:02,Phi,1364,2,5
Oct-23-2024,12:03:02,Phi,1364,2,4
Oct-23-2024,12:03:02,Phi,1365,1,9
Oct-23-2024,12:03:02,Phi,1365,1,2
Oct-23-2024,12:03:02,Phi,1365,1,0
Oct-23-2024,12:03:03,Phi,1367,1,3
Oct-23-2024,12:03:20,Phi,1381,2,0
Oct-23-2024,12:03:20,Phi,1381,2,1
Oct-23-2024,12:03:20,Phi,1381,2,9
Oct-23-2024,12:03:20,Phi,1382,2,8
Oct-23-2024,12:03:21,Phi,1382,2,3
Oct-23-2024,12:03:21,Phi,1382,2,7
Oct-23-2024,12:03:21,Phi,1382,2,4
Oct-23-2024,12:03:21,Phi,1382,2,6
Oct-23-2024,12:03:21,Phi,1382,2,5
Oct-23-2024,12:03:21,Phi,1382,2,8
Oct-23-2024,12:03:21,Phi,1383,3,9
Oct-23-2024,12:03:22,Phi,1383,3,1
Oct-23-2024,12:03:22,Phi,1383,3,0
Oct-23-2024,12:03:22,Phi,1383,3,8
Oct-23-2024,12:03:22,Phi,1383,3,2
Oct-23-2024,12:03:23,Phi,1383,3,9
Oct-23-2024,12:03:23,Phi,1383,3,4
Oct-23-2024,12:03:23,Phi,1383,3,5
Oct-23-2024,12:03:23,Phi,1383,3,8
Oct-23-2024,12:03:23,Phi,1384,1,5
Oct-23-2024,12:03:24,Phi,1384,1,6
Oct-23-2024,12:03:40,Phi,1390,1,0
Oct-23-2024,12:03:40,Phi,1393,9,8
Oct-23-2024,12:03:40,Phi,1393,9,3
Oct-23-2024,12:03:40,Phi,1393,9,7
Oct-23-2024,12:03:47,Phi,1396,8,4
Oct-23-2024,12:03:47,Phi,1396,8,4
Oct-23-2024,12:03:53,Phi,1397,9,8
Oct-23-2024,12:03:54,Phi,1397,9,1
Oct-23-2024,12:03:54,Phi,1397,9,0
Oct-23-2024,12:03:54,Phi,1397,9,2
Oct-23-2024,12:03:55,Phi,1398,6,9
Oct-23-2024,12:03:57,Phi,1398,6,3
Oct-23-2024,12:03:57,Phi,1398,6,8
Oct-23-2024,12:03:57,Phi,1398,6,4
Oct-23-2024,12:03:58,Phi,1398,6,7
Oct-23-2024,12:03:58,Phi,1398,6,5
Oct-23-2024,12:03:58,Phi,1399,2,1
Oct-23-2024,12:03:59,Phi,1399,2,0
Oct-23-2024,12:04:14,Phi,1399,2,0
Oct-23-2024,12:04:15,Phi,1399,2,1
Oct-23-2024,12:04:15,Phi,1399,2,9
Oct-23-2024,12:04:15,Phi,1400,2,9
Oct-23-2024,12:04:15,Phi,1400,2,3
Oct-23-2024,12:04:15,Phi,1400,2,8
Oct-23-2024,12:04:16,Phi,1400,2,7
Oct-23-2024,12:04:16,Phi,1400,2,4
Oct-23-2024,12:04:16,Phi,1400,2,6
Oct-23-2024,12:04:16,Phi,1400,2,3
Oct-23-2024,12:04:16,Phi,1400,2,3
Oct-23-2024,12:04:16,Phi,1400,2,3
Oct-23-2024,12:04:21,Phi,1403,2,0
Oct-23-2024,12:04:21,Phi,1403,2,1
Oct-23-2024,12:04:21,Phi,1403,2,9
Oct-23-2024,12:04:22,Phi,1404,3,8
Oct-23-2024,12:04:22,Phi,1405,0,7
Oct-23-2024,17:57:41,Phi,1409,3,7
Oct-23-2024,17:57:42,Phi,1409,3,2
Oct-23-2024,17:57:49,Phi,1415,9,3
Oct-23-2024,17:57:49,Phi,1415,9,3
Oct-23-2024,18:01:38,Phi,1548,5,3
Oct-23-2024,18:02:38,Phi,1567,5,0
Oct-23-2024,18:02:38,Phi,1567,5,1
Oct-23-2024,18:02:38,Phi,1567,5,9
Oct-23-2024,18:02:39,Phi,1567,5,2
Oct-23-2024,18:02:39,Phi,1567,5,8
Oct-23-2024,18:02:39,Phi,1567,5,3
Oct-23-2024,18:02:39,Phi,1567,5,7
Oct-23-2024,18:02:39,Phi,1567,5,4
Oct-23-2024,18:02:39,Phi,1567,5,6
Oct-23-2024,18:02:40,Phi,1568,9,5
Oct-23-2024,18:02:41,Phi,1568,9,0
Oct-23-2024,18:02:41,Phi,1568,9,1
Oct-23-2024,18:02:41,Phi,1569,7,2
Oct-23-2024,18:02:41,Phi,1569,7,8
Oct-23-2024,18:02:42,Phi,1569,7,3
Oct-23-2024,18:02:52,Phi,1581,4,3
Oct-23-2024,18:02:54,Phi,1581,4,3
Oct-23-2024,18:03:26,Phi,1584,5,6
Oct-23-2024,18:03:27,Phi,1584,5,6
Oct-23-2024,18:03:28,Phi,1584,5,6
Oct-23-2024,18:03:28,Phi,1584,5,6
Oct-23-2024,18:03:29,Phi,1584,5,7
Oct-23-2024,18:03:29,Phi,1584,5,6
Oct-23-2024,18:03:30,Phi,1584,5,4
Oct-23-2024,18:03:47,Phi,1587,5,4
Oct-23-2024,18:04:48,Phi,1610,2,1
Oct-23-2024,18:04:49,Phi,1610,2,9
Oct-23-2024,18:04:50,Phi,1611,3,8
Oct-23-2024,18:04:50,Phi,1612,8,7
Oct-23-2024,18:04:56,Phi,1612,8,6
Oct-23-2024,18:04:56,Phi,1612,8,3
Oct-23-2024,18:04:59,Phi,1612,8,0
Oct-23-2024,18:04:59,Phi,1612,8,1
Oct-23-2024,18:04:59,Phi,1612,8,9
Oct-23-2024,18:04:59,Phi,1612,8,2
Oct-23-2024,18:04:59,Phi,1613,9,3
Oct-23-2024,18:04:59,Phi,1613,9,7
Oct-23-2024,18:04:59,Phi,1613,9,4
Oct-23-2024,18:05:00,Phi,1613,9,6
Oct-23-2024,18:05:00,Phi,1613,9,5
Oct-23-2024,18:05:00,Phi,1613,9,5
Oct-23-2024,18:05:00,Phi,1613,9,3
Oct-23-2024,18:05:00,Phi,1613,9,1
Oct-23-2024,18:05:01,Phi,1613,9,2
Oct-23-2024,18:05:11,Phi,1615,1,0
Oct-23-2024,18:05:12,Phi,1616,6,9
Oct-23-2024,18:05:12,Phi,1616,6,2
Oct-23-2024,18:05:12,Phi,1616,6,8
Oct-23-2024,18:05:12,Phi,1616,6,3
Oct-23-2024,18:05:12,Phi,1616,6,7
Oct-23-2024,18:05:12,Phi,1616,6,4
Oct-23-2024,18:05:13,Phi,1617,2,5
Oct-23-2024,18:05:13,Phi,1617,2,1
Oct-23-2024,18:05:13,Phi,1617,2,0
Oct-23-2024,18:05:14,Phi,1617,2,0
Oct-23-2024,18:05:14,Phi,1618,0,9
Oct-23-2024,18:05:14,Phi,1618,0,3
Oct-23-2024,18:05:14,Phi,1618,0,8
Oct-23-2024,18:05:17,Phi,1619,7,1
Oct-23-2024,18:05:17,Phi,1619,7,9
Oct-23-2024,18:05:18,Phi,1619,7,2
Oct-23-2024,18:05:18,Phi,1619,7,8
Oct-23-2024,18:05:18,Phi,1619,7,3
Oct-23-2024,18:05:18,Phi,1619,7,8
Oct-23-2024,18:05:18,Phi,1619,7,4
Oct-23-2024,18:05:18,Phi,1620,7,5
Oct-23-2024,18:05:18,Phi,1620,7,6
Oct-23-2024,18:05:19,Phi,1620,7,1
Oct-23-2024,18:05:19,Phi,1620,7,8
Oct-23-2024,18:05:19,Phi,1620,7,0
Oct-23-2024,18:05:19,Phi,1620,7,2
Oct-23-2024,18:05:20,Phi,1620,7,8
Oct-23-2024,18:05:20,Phi,1620,7,4
Oct-23-2024,18:05:20,Phi,1620,7,6
Oct-23-2024,18:05:20,Phi,1620,7,3
Oct-23-2024,18:05:20,Phi,1621,7,5
Oct-23-2024,18:05:20,Phi,1621,7,6
Oct-23-2024,18:05:21,Phi,1621,7,2
Oct-23-2024,18:05:26,Phi,1622,3,2
Oct-23-2024,18:05:55,Phi,1627,9,0
Oct-23-2024,18:05:55,Phi,1627,9,1
Oct-23-2024,18:05:55,Phi,1628,9,2
Oct-23-2024,18:05:55,Phi,1628,9,8
Oct-23-2024,18:05:55,Phi,1628,9,3
Oct-23-2024,18:05:56,Phi,1628,9,7
Oct-23-2024,18:05:56,Phi,1628,9,4
Oct-23-2024,18:05:56,Phi,1628,9,6
Oct-23-2024,18:05:56,Phi,1628,9,5
Oct-23-2024,18:05:56,Phi,1628,9,3
Oct-23-2024,18:05:56,Phi,1628,9,7
Oct-23-2024,18:05:56,Phi,1628,9,2
Oct-23-2024,18:05:57,Phi,1628,9,8
Oct-23-2024,18:05:57,Phi,1628,9,1
Oct-23-2024,18:05:57,Phi,1629,4,0
Oct-23-2024,18:05:58,Phi,1629,4,8
Oct-23-2024,18:05:58,Phi,1629,4,3
Oct-23-2024,18:05:58,Phi,1629,4,3
Oct-23-2024,18:05:58,Phi,1629,4,9
Oct-23-2024,18:05:59,Phi,1630,3,7
Oct-23-2024,18:05:59,Phi,1630,3,5
Oct-23-2024,18:06:26,Phi,1655,4,3
Oct-23-2024,18:07:26,Phi,1699,7,0
Oct-23-2024,18:07:26,Phi,1699,7,1
Oct-23-2024,18:07:26,Phi,1699,7,9
Oct-23-2024,18:07:27,Phi,1699,7,2
Oct-23-2024,18:07:27,Phi,1699,7,8
Oct-23-2024,18:07:27,Phi,1699,7,3
Oct-23-2024,18:07:27,Phi,1700,6,4
Oct-23-2024,18:07:27,Phi,1701,1,5
Oct-23-2024,18:07:27,Phi,1701,1,6
Oct-23-2024,18:07:28,Phi,1701,1,0
Oct-23-2024,18:07:28,Phi,1702,5,9
Oct-23-2024,18:07:29,Phi,1702,5,2
Oct-23-2024,18:07:29,Phi,1702,5,8
Oct-23-2024,18:07:31,Phi,1702,5,8
Oct-23-2024,18:07:31,Phi,1702,5,1
Oct-23-2024,18:07:31,Phi,1702,5,9
Oct-23-2024,18:07:32,Phi,1702,5,8
Oct-23-2024,18:08:18,Phi,1741,6,5
Oct-23-2024,18:08:38,Phi,1748,6,1
Oct-23-2024,18:08:38,Phi,1748,6,9
Oct-23-2024,18:08:38,Phi,1748,6,2
Oct-23-2024,18:08:38,Phi,1748,6,8
Oct-23-2024,18:08:38,Phi,1748,6,3
Oct-23-2024,18:08:38,Phi,1748,6,7
Oct-23-2024,18:08:39,Phi,1748,6,4
Oct-23-2024,18:08:39,Phi,1749,9,5
Oct-23-2024,18:08:39,Phi,1749,9,6
Oct-23-2024,18:08:39,Phi,1749,9,1
Oct-23-2024,18:08:40,Phi,1749,9,0
Oct-23-2024,18:08:40,Phi,1749,9,2
Oct-23-2024,18:08:40,Phi,1750,6,3
Oct-23-2024,18:08:40,Phi,1750,6,8
Oct-23-2024,18:08:52,Phi,1758,0,2
Oct-23-2024,18:08:56,Phi,1759,5,8
Oct-23-2024,18:09:09,Phi,1775,4,3
Oct-23-2024,18:09:26,Phi,1783,8,0
Oct-23-2024,18:09:27,Phi,1783,8,1
Oct-23-2024,18:09:27,Phi,1783,8,9
Oct-23-2024,18:09:27,Phi,1783,8,2
Oct-23-2024,18:09:27,Phi,1785,5,7
Oct-23-2024,18:09:27,Phi,1785,5,4
Oct-23-2024,18:09:29,Phi,1785,5,0
Oct-23-2024,18:09:29,Phi,1785,5,1
Oct-23-2024,18:09:29,Phi,1785,5,9
Oct-23-2024,18:09:29,Phi,1785,5,2
Oct-23-2024,18:09:30,Phi,1785,5,8
Oct-23-2024,18:09:30,Phi,1785,5,3
Oct-23-2024,18:09:30,Phi,1785,5,7
Oct-23-2024,18:09:30,Phi,1785,5,4
Oct-23-2024,18:09:30,Phi,1785,5,6
Oct-23-2024,18:09:34,Phi,1787,3,4
Oct-23-2024,18:09:34,Phi,1788,5,6
Oct-23-2024,18:15:01,Phi,1030,6,7
Oct-23-2024,18:15:01,Phi,1030,6,7
Oct-23-2024,18:15:23,Phi,1043,0,1
Oct-23-2024,18:15:23,Phi,1043,0,9
Oct-23-2024,18:15:24,Phi,1043,0,3
Oct-23-2024,18:15:26,Phi,1044,5,9
Oct-23-2024,18:15:27,Phi,1044,5,4
Oct-23-2024,18:15:27,Phi,1044,5,8
Oct-23-2024,18:15:28,Phi,1045,5,7
Oct-23-2024,18:15:35,Phi,1045,5,6
Oct-23-2024,18:15:35,Phi,1045,5,9
Oct-23-2024,18:15:36,Phi,1045,5,0
Oct-23-2024,18:15:53,Phi,1045,5,0
Oct-23-2024,18:15:53,Phi,1045,5,1
Oct-23-2024,18:15:53,Phi,1045,5,9
Oct-23-2024,18:15:53,Phi,1045,5,2
Oct-23-2024,18:15:53,Phi,1045,5,8
Oct-23-2024,18:15:53,Phi,1045,5,3
Oct-23-2024,18:15:54,Phi,1045,5,7
Oct-23-2024,18:15:54,Phi,1045,5,4
Oct-23-2024,18:15:54,Phi,1045,5,6
Oct-23-2024,18:15:54,Phi,1046,5,6
Oct-23-2024,18:15:55,Phi,1046,5,0
Oct-23-2024,18:15:56,Phi,1046,5,1
Oct-23-2024,18:15:56,Phi,1046,5,9
Oct-23-2024,18:15:56,Phi,1046,5,2
Oct-23-2024,18:15:56,Phi,1046,5,8
Oct-23-2024,18:15:56,Phi,1046,5,3
Oct-23-2024,18:15:56,Phi,1046,5,7
Oct-23-2024,18:15:56,Phi,1046,5,4
Oct-23-2024,18:15:56,Phi,1046,5,6
Oct-23-2024,18:15:56,Phi,1047,9,6
Oct-23-2024,18:15:58,Phi,1047,9,0
Oct-23-2024,18:15:58,Phi,1047,9,1
Oct-23-2024,18:15:58,Phi,1048,0,2
Oct-23-2024,18:15:58,Phi,1048,0,8
Oct-23-2024,18:15:58,Phi,1048,0,3
Oct-23-2024,18:16:24,Phi,1051,5,2
Oct-23-2024,18:16:24,Phi,1051,5,0
Oct-23-2024,18:16:39,Phi,1054,2,0
Oct-23-2024,18:17:26,Phi,1057,3,0
Oct-23-2024,18:17:26,Phi,1057,3,1
Oct-23-2024,18:17:26,Phi,1057,3,9
Oct-23-2024,18:17:26,Phi,1057,3,2
Oct-23-2024,18:17:26,Phi,1057,3,8
Oct-23-2024,18:17:27,Phi,1058,0,7
Oct-23-2024,18:17:27,Phi,1058,0,5
Oct-23-2024,18:17:27,Phi,1058,0,7
Oct-23-2024,18:17:27,Phi,1058,0,5
Oct-23-2024,18:17:27,Phi,1058,0,6
Oct-23-2024,18:17:27,Phi,1058,0,2
Oct-23-2024,18:17:28,Phi,1058,0,8
Oct-23-2024,18:17:28,Phi,1058,0,1
Oct-23-2024,18:17:28,Phi,1059,9,2
Oct-23-2024,18:17:29,Phi,1059,9,8
Oct-23-2024,18:17:29,Phi,1059,9,3
Oct-23-2024,18:17:29,Phi,1059,9,4
Oct-23-2024,18:17:29,Phi,1059,9,2
Oct-23-2024,18:17:29,Phi,1060,4,1
Oct-23-2024,18:17:30,Phi,1060,4,0
Oct-23-2024,18:17:33,Phi,1060,4,3
Oct-23-2024,18:17:33,Phi,1060,4,2
Oct-23-2024,18:17:34,Phi,1061,2,3
Oct-23-2024,18:17:50,Phi,1063,1,0
Oct-23-2024,18:17:50,Phi,1064,2,9
Oct-23-2024,18:17:50,Phi,1065,4,8
Oct-23-2024,18:17:51,Phi,1065,4,3
Oct-23-2024,18:17:51,Phi,1065,4,8
Oct-23-2024,18:17:51,Phi,1066,8,5
Oct-23-2024,18:17:51,Phi,1066,8,6
Oct-23-2024,18:18:07,Phi,1072,1,0
Oct-23-2024,18:18:07,Phi,1073,2,9
Oct-23-2024,18:18:07,Phi,1074,2,8
Oct-23-2024,18:18:07,Phi,1074,2,3
Oct-23-2024,18:18:07,Phi,1074,2,7
Oct-23-2024,18:18:08,Phi,1074,2,4
Oct-23-2024,18:18:08,Phi,1074,2,7
Oct-23-2024,18:18:08,Phi,1074,2,5
Oct-23-2024,18:18:08,Phi,1074,2,6
Oct-23-2024,18:18:09,Phi,1074,2,5
Oct-23-2024,18:18:09,Phi,1074,2,3
Oct-23-2024,18:18:09,Phi,1074,2,7
Oct-23-2024,18:18:09,Phi,1075,1,9
Oct-23-2024,18:18:29,Phi,1081,4,0
Oct-23-2024,18:18:29,Phi,1081,4,1
Oct-23-2024,18:18:29,Phi,1081,4,9
Oct-23-2024,18:18:30,Phi,1081,4,2
Oct-23-2024,18:18:30,Phi,1081,4,8
Oct-23-2024,18:18:30,Phi,1081,4,3
Oct-23-2024,18:18:30,Phi,1081,4,7
Oct-23-2024,18:18:30,Phi,1082,4,6
Oct-23-2024,18:18:30,Phi,1082,4,5
Oct-23-2024,18:18:30,Phi,1082,4,6
Oct-23-2024,18:18:30,Phi,1082,4,2
Oct-23-2024,18:18:31,Phi,1082,4,9
Oct-23-2024,18:18:31,Phi,1082,4,1
Oct-23-2024,18:18:31,Phi,1082,4,9
Oct-23-2024,18:18:31,Phi,1082,4,2
